Original_SMILES,Product_SMILES,Similarity,Reaction_SMARTS,DOI
*c1ccnc(NC)n1,*c1cc(NC)ccc1[N+](=O)[O-],0.225,[*:1][c:2]1n[c:3][c:5][c:9][n:6]1>>[*:1][c:2]1[c:3][c][c:5]([N+:6](=[O])[O-])[c:9][c]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cc([N+](=O)[O-])ccc1NC,0.225,[*:1][c:2]1n[c:3][c:5][c:9][n:6]1>>[*:1][c:2]1[c:3][c][c:5]([N+:6](=[O])[O-])[c:9][c]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1nc(NC)no1,0.3548,[*:1][c:2]1[n:3][c:4]cc[n:6]1>>[*:1][c:2]1[n:3][c:4][o][n:6]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccc(NC)s1,0.2812,[*:1][c:2]1[c:3][c:4]n[c:5]n1>>[*:1][c:2]1[c:3][c:4][c:5][s]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccc(I)c(NC)c1,0.2571,[*:1][c:2]1[c:3][c:4][n][c:6][n]1>>[*:1][c:2]1[c:3][c:4]c(I)[c:6]c1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccc(NC)c(Cl)c1Cl,0.2647,[*:1][c:2]1[c:3][c:4][n][c:6][n]1>>[*:1][c:2]1[c:3][c:4][c:6]c(Cl)c1Cl,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccc(NC)c(I)c1,0.2571,[*:1][c:2]1[c:3][c:4][n][c:6][n]1>>[*:1][c:2]1[c:3][c:4][c:6]c(I)c1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccc2[nH]c(NC)cc2c1,0.2632,[*:1][c:2]1[c:3][c:4][n:5][c:6][n]1>>[*:1][c:2]1cc[c:4]2[nH:5][c:6][c:3]c2c1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccc(CCC)cc1NC,0.2308,[*:1][c:2]1[c:3][c:4][n][c:6][n]1>>[*:1][c:2]1[c:3][c:4]c(CCC)c[c:6]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cccc(OC)c1,0.1667,[*:1][c:2]1[c:3][c:4][n][c:6]([N])[n]1>>[*:1][c:2]1[c:3][c:4]c[c:6](OC)c1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cccc2ccccc12,0.1818,[*:1][c:2]1[c:3][c:4][n][c:6]([N])[n]1>>[*:1][c:2]1[c:3][c:4]c[c:6]2ccccc12,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccc(F)c(F)c1,0.1515,[*:1][c:2]1[c:3][c:4][n][c:6]([N])[n]1>>[*:1][c:2]1[c:3][c:4][c:6](F)c(F)c1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cnc2ccccc2c1,0.2222,[*:1][c:2]1[c:3][c:4][n:5][c:6]([N])[n]1>>[*:1][c:2]1[c:4][n:5][c:6]2ccccc2[c:3]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cc2ccccc2s1,0.1714,[*:1][c:2]1[c:3][c:4][n][c:6]([N])[n]1>>[*:1][c:2]1[c:3][c:4]2cccc[c:6]2s1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cc(OC)cc(OC)c1,0.1515,[*:1][c:2]1[c:3][c:4][n][c:6]([N])[n]1>>[*:1][c:2]1[c:3][c:4](OC)cc(O[C:6])c1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccc2[nH]ccc2c1,0.1622,[*:1][c:2]1[c:3][c:4][n:5][c:6]([N])[n]1>>[*:1][c:2]1cc[c:6]2[nH:5][c:4][c:3]c2c1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccc(SC)cc1,0.1875,[*:1][c:2]1[c:3][c:4][n][c:6]([N])[n]1>>[*:1][c:2]1[c:3][c:4][c:6](SC)cc1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccc2c(c1)OCCO2,0.1351,[*:1][c:2]1[c:3][c:4][n][c:6]([N])[n]1>>[*:1][c:2]1[c:3][c:4]c2[c:6](c1)OCCO2,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cc(OC)ccn1,0.3333,[*:1][c:2]1[c:3][c:4][n:5][c:6]([N])[n]1>>[*:1][c:2]1[c:3][c:6](OC)c[c:4][n:5]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cccc2cccnc12,0.2647,[*:1][c:2]1[c:3][c:4][n:5][c:6]([N])[n]1>>[*:1][c:2]1[c:3][c:4]cc2ccc[n:5][c:6]12,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccc(CC)cc1,0.1875,[*:1][c:2]1[c:3][c:4][n][c:6]([N])[n]1>>[*:1][c:2]1[c:3][c:4][c:6](CC)cc1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cc(F)ccc1F,0.1471,[*:1][c:2]1[c:3][c:4][n][c:6]([N])[n]1>>[*:1][c:2]1[c:3][c:4](F)cc[c:6]1F,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccc(C(F)(F)F)nc1,0.1944,[*:1][c:2]1[c:3][c:4][n:5][c:6]([N])[n]1>>[*:1][c:2]1[c:3]c[c:6](C(F)(F)F)[n:5][c:4]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccc(F)c(Cl)c1,0.1389,[*:1][c:2]1[c:3][c:4][n][c:6]([N])[n]1>>[*:1][c:2]1[c:3][c:4]c(F)[c:6](Cl)c1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cn(C)c2ccccc12,0.1579,[*:1][c:2]1[c:3][c:4][n:5][c:6]([N])[n]1>>[*:1][c:2]1[c:4][n:5](C)[c:6]2cccc[c:3]12,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cccnc1OC,0.2571,[*:1][c:2]1[c:3][c:4][n:5][c:6]([N])[n]1>>[*:1][c:2]1[c:3]c[c:4][n:5][c:6]1OC,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccc(-c2ccccc2)cn1,0.2286,[*:1][c:2]1[c:3][c:4][n:5][c:6]([N])[n]1>>[*:1][c:6]1[c:3][c:4][c:2](-c2ccccc2)c[n:5]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccc(O)c(OC)c1,0.1579,[*:1][c:2]1[c:3][c:4][n][c:6]([N])[n]1>>[*:1][c:2]1[c:3][c:4][c:6](O)c(OC)c1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccc(C(=O)N(C)C)cc1,0.1667,[*:1][c:2]1[c:3][c:4][n:5][c:6]([N])[n]1>>[*:1][c:2]1[c:3][c:4]c([C:6](=O)[N:5](C)C)cc1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccc(O)cc1O,0.1818,[*:1][c:2]1[c:3][c:4][n][c:6]([N])[n]1>>[*:1][c:2]1[c:3][c:4][c:6](O)cc1O,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cccc(CC)c1,0.1667,[*:1][c:2]1[c:3][c:4][n][c:6]([N])[n]1>>[*:1][c:2]1[c:3][c:4]c[c:6](CC)c1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cccc(C(C)=O)c1,0.1579,[*:1][c:2]1[c:3][c:4][n][c:6]([N])[n]1>>[*:1][c:2]1[c:3][c:4]c[c:6](C(C)=O)c1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccc(-c2ccncc2)cc1,0.2188,[*:1][c:2]1[c:3][c:4][n:5][c:6]([N])[n]1>>[*:1][c:2]1[c:3]cc(-c2c[c:6][n:5][c:4]c2)cc1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ncc(Cl)cc1Cl,0.1714,[*:1][c:2]1[c:3][c:4][n:5][c:6]([N])[n]1>>[*:1][c:6]1[n:5][c:4][c:3](Cl)c[c:2]1Cl,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccc(F)cc1Cl,0.1389,[*:1][c:2]1[c:3][c:4][n][c:6]([N])[n]1>>[*:1][c:2]1[c:3][c:4][c:6](F)cc1Cl,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cc(-c2ccccc2)ccn1,0.2941,[*:1][c:2]1[c:3][c:4][n:5][c:6]([N])[n]1>>[*:1][c:6]1c[c:2](-c2ccccc2)[c:3][c:4][n:5]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1c(F)cccc1Cl,0.1389,[*:1][c:2]1[c:3][c:4][n][c:6]([N])[n]1>>[*:1][c:2]1[c:3](F)[c:4]cc[c:6]1Cl,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccc(NS(C)(=O)=O)cc1,0.1944,[*:1][c:2]1[c:3][c:4][n:5][c:6]([N])[n]1>>[*:1][c:2]1[c:3][c:4][c:6]([N:5]S(C)(=O)=O)cc1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cccc2ncccc12,0.2222,[*:1][c:2]1[c:3][c:4][n:5][c:6]([N])[n]1>>[*:1][c:2]1[c:3][c:4]c[c:6]2[n:5]cccc12,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cc(CC)ccn1,0.3333,[*:1][c:2]1[c:3][c:4][n:5][c:6]([N])[n]1>>[*:1][c:2]1c[c:6](CC)[c:3][c:4][n:5]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccccc1CO,0.1429,[*:1][c:2]1[c:3][c:4][n][c:6]([N])[n]1>>[*:1][c:2]1c[c:3][c:4]cc1[C:6]O,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccc(F)c(C(F)(F)F)c1,0.1351,[*:1][c:2]1[c:3][c:4][n][c:6]([N])[n]1>>[*:1][c:2]1[c:3][c:4][c:6](F)c(C(F)(F)F)c1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccc(C)c(F)c1,0.1714,[*:1][c:2]1[c:3][c:4][n][c:6]([N])[n]1>>[*:1][c:2]1[c:3][c:4]c(C)[c:6](F)c1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccc2c(c1)CCO2,0.125,[*:1][c:2]1[c:3][c:4][n][c:6]([N])[n]1>>[*:1][c:2]1[c:3][c:4]c2[c:6](c1)CCO2,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cc(C(C)(C)C)on1,0.2286,[*:1][c:2]1[c:3][c:4][n:5][c:6]([N])[n]1>>[*:1][c:2]1[c:3][c:4]([C:6](C)(C)C)o[n:5]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccc(-c2ccccn2)cc1,0.2222,[*:1][c:2]1[c:3][c:4][n:5][c:6]([N])[n]1>>[*:1][c:2]1[c:3]cc(-[c:6]2ccc[c:4][n:5]2)cc1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cccc(CC)n1,0.303,[*:1][c:2]1[c:3][c:4][n:5][c:6]([N])[n]1>>[*:1][c:2]1[c:3][c:4]c[c:6](CC)[n:5]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cccc(SC)c1,0.1667,[*:1][c:2]1[c:3][c:4][n][c:6]([N])[n]1>>[*:1][c:2]1[c:3][c:4]c[c:6](SC)c1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccnc(C(F)(F)F)c1,0.2571,[*:1][c:2]1[c:3][c:4][n:5][c:6]([N])[n]1>>[*:1][c:2]1[c:3][c:4][n:5][c:6](C(F)(F)F)c1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccc2c(c1)CCC2,0.1389,[*:1][c:2]1[c:3][c:4][n][c:6]([N])[n]1>>[*:1][c:2]1[c:3][c:4]c2[c:6](c1)CCC2,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccc(Cl)c(C)c1,0.1714,[*:1][c:2]1[c:3][c:4][n][c:6]([N])[n]1>>[*:1][c:2]1[c:3][c:4][c:6](Cl)c(C)c1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*C1CCC(F)(F)CC1,0.0571,[*:1][c:2]1[c:3][c:4][n][c:6]([N])[n]1>>[*:1][C:2]1[C:4]C[C:6](F)(F)C[C:3]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccc(C)c(Cl)c1,0.1714,[*:1][c:2]1[c:3][c:4][n][c:6]([N])[n]1>>[*:1][c:2]1[c:3][c:4]c(C)[c:6](Cl)c1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cnn(C)c1C,0.1714,[*:1][c:2]1[c:3][c:4][n:5][c:6]([N:7])[n]1>>[*:1][c:2]1[c:4][n:5][nH:7][c:6]1[C:3],https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccc(NC)cc1,0.3103,[*:1][c:2]1[c:3][c:4][n:5][c:6]([N])[n]1>>[*:1][c:2]1[c:3][c:4][c:6]([N:5]C)cc1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccc(-c2nnn(C)n2)cc1,0.175,[*:1][c:2]1[c:3][c:4][n:5][c:6]([N:7])[n:8]1>>[*:1][c:2]1[c:3][c:4]c(-[c:6]2[n:5]n[nH:7][n:8]2)cc1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1c(C)nn(C)c1C,0.1429,[*:1][c:2]1[c:3][c:4][n:5][c:6]([N:7])[n]1>>[*:1][c:2]1[c:4]([C:3])[n:5][nH:7][c:6]1C,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1nnc(NC)s1,0.2424,[*:1][c:2]1[c:3][c][n:5][c]([N:7])[n:8]1>>[*:1][c:2]1[n:8][n:5][c:3]([N:7])s1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cccc(CO)c1,0.1351,[*:1][c:2]1[c:3][c:4][n][c:6]([N])[n]1>>[*:1][c:2]1[c:3][c:4]c[c:6](CO)c1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccc2cc[nH]c2c1,0.1622,[*:1][c:2]1[c:3][c:4][n:5][c:6]([N])[n]1>>[*:1][c:2]1ccc2[c:3][c:4][nH:5][c:6]2c1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccccc1OC(F)(F)F,0.1316,[*:1][c:2]1[c:3][c:4][n][c:6]([N])[n]1>>[*:1][c:2]1[c:3][c:4]cc[c:6]1OC(F)(F)F,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cccc(OCC)c1,0.1842,[*:1][c:2]1[c:3][c:4][n][c:6]([N])[n]1>>[*:1][c:2]1[c:3][c:4]c[c:6](OCC)c1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccc(O)c(O)c1,0.1515,[*:1][c:2]1[c:3][c:4][n][c:6]([N])[n]1>>[*:1][c:2]1[c:3][c:4][c:6](O)c(O)c1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ncccc1OC,0.2571,[*:1][c:2]1[c:3][c:4][n:5][c:6]([N])[n]1>>[*:1][c:2]1[n:5][c:6]c[c:4][c:3]1OC,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cnc2c(ccn2C)c1,0.2308,[*:1][c:2]1[c:3][c:4][n:5][c:6]([N:7])[n]1>>[*:1][c:2]1[c:4][n:5][c:6]2[nH:7]ccc2[c:3]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccc(CCC)cc1,0.1765,[*:1][c:2]1[c:3][c:4][n][c:6]([N])[n]1>>[*:1][c:2]1[c:3][c:4][c:6](CCC)cc1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cccc(C(C)(C)C)c1,0.1714,[*:1][c:2]1[c:3][c:4][n][c:6]([N])[n]1>>[*:1][c:2]1[c:3][c:4]c[c:6](C(C)(C)C)c1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1c(C)cc(C)cc1C,0.1613,[*:1][c:2]1[c:3][c:4][n][c:6]([N])[n]1>>[*:1][c:6]1[c:4](C)[c:3][c:2](C)cc1C,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cc(Cl)ccc1O,0.1389,[*:1][c:2]1[c:3][c:4][n][c:6]([N])[n]1>>[*:1][c:2]1[c:3][c:4](Cl)cc[c:6]1O,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cccc(OC(F)F)c1,0.1538,[*:1][c:2]1[c:3][c:4][n][c:6]([N])[n]1>>[*:1][c:2]1[c:3][c:4]c[c:6](OC(F)F)c1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cccc(CO)n1,0.2647,[*:1][c:2]1[c:3][c:4][n:5][c:6]([N])[n]1>>[*:1][c:2]1[c:3][c:4]c[c:6](CO)[n:5]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cc(Cl)c(OC)c(Cl)c1,0.1389,[*:1][c:2]1[c:3][c:4][n][c:6]([N])[n]1>>[*:1][c:2]1[c:3][c:4](Cl)[c:6](OC)c(Cl)c1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccc(O)c(F)c1,0.1389,[*:1][c:2]1[c:3][c:4][n][c:6]([N])[n]1>>[*:1][c:2]1[c:3][c:4][c:6](O)c(F)c1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccc(F)cc1C,0.1714,[*:1][c:2]1[c:3][c:4][n][c:6]([N])[n]1>>[*:1][c:2]1[c:3][c:4][c:6](F)cc1C,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cc(O)ccc1O,0.1471,[*:1][c:2]1[c:3][c:4][n][c:6]([N])[n]1>>[*:1][c:2]1[c:3][c:4](O)cc[c:6]1O,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccncn1,0.3448,[*:1][c:2]1[c:3][c:4][n:5][c:6]([N][C])[n:9]1>>[*:1][c:2]1[c:3][c:4][n:5][c:6][n:9]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccco1,0.2333,[*:1][c:2]1[c:3][c:4][n][c:6]([N][C])[n]1>>[*:1][c:2]1[c:3][c:4][c:6]o1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*C1CCOC(NC)C1,0.1,[*:1][c:2]1[c:3][c:4][n][c:6][n]1>>[*:1][C:2]1[C:3][C:4]O[C:6]C1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*C1CCC1NC,0.1212,[*:1][c:2]1[c:3][c:4][n][c:6][n]1>>[*:1][C:2]1[C:3][C:4][C:6]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*C1CCCC(NC)CC1,0.1389,[*:1][c:2]1[c:3][c:4][n][c:6][n]1>>[*:1][C:2]1CC[C:6]C[C:4][C:3]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cccc(NC)c1F,0.2571,[*:1][c:2]1[c:3][c:4][n][c:6][n]1>>[*:1][c:2]1[c:3][c:4]c[c:6]c1F,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccc(NC)c(C(F)(F)F)c1,0.2368,[*:1][c:2]1[c:3][c:4][n][c:6][n]1>>[*:1][c:2]1[c:3][c:4][c:6]c(C(F)(F)F)c1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*C1CCC(C)CC1NC,0.1053,[*:1][c:2]1[c:3][c:4][n][c:6][n]1>>[*:1][C:2]1[C:6]CC(C)[C:4][C:3]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*Cn1nnc(NC)n1,0.25,[*:1][c:2]1[n:3][c:4][c][c][n:7]1>>[*:1][c:2]1[n:3]nn([C:4])[n:7]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1c[nH]c(NC)n1,0.3548,[*:1][c:2]1[n:3][c:4][c:5][c][n:7]1>>[*:1][c:2]1[n:3][c:4][c:5][nH:7]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cn(NC)cn1,0.3125,[*:1][c:2]1[n:3][c:4][c:5][c][n:7]1>>[*:1][n:7]1[c:5][c:4][n:3][c:2]1,https://doi.org/10.1016/j.ejmech.2022.114483
